peakID	Chr	Start	End	Strand	Length
14.75753052.75753451	14	75753052	75753451	.	400
14.75754329.75755185	14	75754329	75755185	.	857
14.75759713.75763414	14	75759713	75763414	.	3702
14.75763530.75764982	14	75763530	75764982	.	1453
14.75765174.75766296	14	75765174	75766296	.	1123
14.75767564.75769203	14	75767564	75769203	.	1640
14.75769584.75770713	14	75769584	75770713	.	1130
14.75773622.75775063	14	75773622	75775063	.	1442
14.75800659.75801743	14	75800659	75801743	.	1085
14.75807539.75808919	14	75807539	75808919	.	1381
14.75836829.75837622	14	75836829	75837622	.	794
14.75850037.75850665	14	75850037	75850665	.	629
14.75885723.75886387	14	75885723	75886387	.	665
14.75893331.75895672	14	75893331	75895672	.	2342
14.75902282.75902614	14	75902282	75902614	.	333
14.75919134.75920575	14	75919134	75920575	.	1442
14.75946484.75947283	14	75946484	75947283	.	800
14.75955050.75955694	14	75955050	75955694	.	645
14.75963191.75964216	14	75963191	75964216	.	1026
14.75985158.75985344	14	75985158	75985344	.	187
14.75988531.75989683	14	75988531	75989683	.	1153
14.76008377.76009777	14	76008377	76009777	.	1401
14.76015444.76016002	14	76015444	76016002	.	559
14.76027256.76027710	14	76027256	76027710	.	455
14.76043811.76046024	14	76043811	76046024	.	2214
14.76071325.76072231	14	76071325	76072231	.	907
14.76076158.76076960	14	76076158	76076960	.	803
14.76081266.76082105	14	76081266	76082105	.	840
14.76120482.76120962	14	76120482	76120962	.	481
14.76126416.76128082	14	76126416	76128082	.	1667
14.76175486.76175825	14	76175486	76175825	.	340
14.76297738.76298470	14	76297738	76298470	.	733
14.76447851.76449440	14	76447851	76449440	.	1590
14.76451801.76452692	14	76451801	76452692	.	892
14.76557342.76557903	14	76557342	76557903	.	562
14.76581190.76581707	14	76581190	76581707	.	518
14.76592413.76592881	14	76592413	76592881	.	469
14.76617814.76619235	14	76617814	76619235	.	1422
14.76657296.76658297	14	76657296	76658297	.	1002
14.76669701.76670233	14	76669701	76670233	.	533
14.76818865.76819791	14	76818865	76819791	.	927
14.76853362.76853962	14	76853362	76853962	.	601
14.76922505.76922908	14	76922505	76922908	.	404
14.76980538.76982266	14	76980538	76982266	.	1729
14.77013064.77013620	14	77013064	77013620	.	557
14.77111240.77111732	14	77111240	77111732	.	493
14.77114007.77114375	14	77114007	77114375	.	369
14.77186103.77187647	14	77186103	77187647	.	1545
14.77209326.77209866	14	77209326	77209866	.	541
14.77226729.77229470	14	77226729	77229470	.	2742
14.77234122.77235749	14	77234122	77235749	.	1628
14.77238614.77240696	14	77238614	77240696	.	2083
14.77242218.77243895	14	77242218	77243895	.	1678
14.77248146.77251872	14	77248146	77251872	.	3727
14.77277185.77279679	14	77277185	77279679	.	2495
14.77298901.77299650	14	77298901	77299650	.	750
14.77310384.77311084	14	77310384	77311084	.	701
14.77312620.77313350	14	77312620	77313350	.	731
14.77329533.77331165	14	77329533	77331165	.	1633
14.77333767.77334579	14	77333767	77334579	.	813
14.77339236.77339526	14	77339236	77339526	.	291
14.77342279.77342751	14	77342279	77342751	.	473
14.77351030.77351651	14	77351030	77351651	.	622
14.77371058.77371594	14	77371058	77371594	.	537
14.77374968.77375894	14	77374968	77375894	.	927
14.77379454.77380459	14	77379454	77380459	.	1006
14.77384223.77386042	14	77384223	77386042	.	1820
14.77386220.77387162	14	77386220	77387162	.	943
14.77388803.77389296	14	77388803	77389296	.	494
14.77396006.77396771	14	77396006	77396771	.	766
14.77413278.77414414	14	77413278	77414414	.	1137
14.77419696.77420378	14	77419696	77420378	.	683
14.77422068.77423452	14	77422068	77423452	.	1385
14.77427429.77428944	14	77427429	77428944	.	1516
14.77443478.77444988	14	77443478	77444988	.	1511
14.77464346.77464649	14	77464346	77464649	.	304
14.77466556.77467895	14	77466556	77467895	.	1340
14.77491722.77495679	14	77491722	77495679	.	3958
14.77498803.77500960	14	77498803	77500960	.	2158
14.77505745.77507568	14	77505745	77507568	.	1824
14.77509529.77510663	14	77509529	77510663	.	1135
14.77519256.77520160	14	77519256	77520160	.	905
14.77525766.77526404	14	77525766	77526404	.	639
14.77534357.77535348	14	77534357	77535348	.	992
14.77536743.77537573	14	77536743	77537573	.	831
14.77551248.77552177	14	77551248	77552177	.	930
14.77561048.77561419	14	77561048	77561419	.	372
14.77563384.77565565	14	77563384	77565565	.	2182
14.77587674.77588307	14	77587674	77588307	.	634
14.77590791.77592059	14	77590791	77592059	.	1269
14.77599892.77600667	14	77599892	77600667	.	776
14.77605673.77606704	14	77605673	77606704	.	1032
14.77607130.77608249	14	77607130	77608249	.	1120
14.77624406.77625250	14	77624406	77625250	.	845
14.77647109.77648967	14	77647109	77648967	.	1859
14.77674806.77675630	14	77674806	77675630	.	825
14.77679511.77680377	14	77679511	77680377	.	867
14.77710199.77710892	14	77710199	77710892	.	694
14.77767304.77768155	14	77767304	77768155	.	852
14.77782219.77782833	14	77782219	77782833	.	615
14.77786307.77788456	14	77786307	77788456	.	2150
14.77842469.77844135	14	77842469	77844135	.	1667
14.77923296.77925956	14	77923296	77925956	.	2661
14.77964414.77966023	14	77964414	77966023	.	1610
14.78070125.78070598	14	78070125	78070598	.	474
14.78073058.78073305	14	78073058	78073305	.	248
14.78074066.78075167	14	78074066	78075167	.	1102
14.78081633.78083780	14	78081633	78083780	.	2148
14.78107262.78108897	14	78107262	78108897	.	1636
14.78119743.78120492	14	78119743	78120492	.	750
14.78121074.78121957	14	78121074	78121957	.	884
14.78173562.78174869	14	78173562	78174869	.	1308
14.78226582.78228442	14	78226582	78228442	.	1861
14.78266016.78267120	14	78266016	78267120	.	1105
14.78310958.78311647	14	78310958	78311647	.	690
14.78328337.78329448	14	78328337	78329448	.	1112
14.78432133.78432942	14	78432133	78432942	.	810
14.78445959.78446346	14	78445959	78446346	.	388
14.78446494.78447739	14	78446494	78447739	.	1246
14.78471577.78471965	14	78471577	78471965	.	389
14.78488281.78488767	14	78488281	78488767	.	487
14.79032790.79033425	14	79032790	79033425	.	636
14.79064187.79064827	14	79064187	79064827	.	641
14.79303208.79303482	14	79303208	79303482	.	275
14.79435576.79435909	14	79435576	79435909	.	334
14.79530683.79530878	14	79530683	79530878	.	196
14.79745090.79746267	14	79745090	79746267	.	1178
14.80679958.80680464	14	80679958	80680464	.	507
14.81397036.81397842	14	81397036	81397842	.	807
14.81407435.81409046	14	81407435	81409046	.	1612
14.81421106.81421605	14	81421106	81421605	.	500
14.81462611.81463121	14	81462611	81463121	.	511
14.81629351.81629633	14	81629351	81629633	.	283
14.81630381.81630979	14	81630381	81630979	.	599
14.81635912.81637390	14	81635912	81637390	.	1479
14.81642688.81643104	14	81642688	81643104	.	417
14.81674865.81676078	14	81674865	81676078	.	1214
14.81685303.81688266	14	81685303	81688266	.	2964
14.81722438.81723552	14	81722438	81723552	.	1115
14.81735656.81736544	14	81735656	81736544	.	889
14.81769049.81770761	14	81769049	81770761	.	1713
14.81866288.81869459	14	81866288	81869459	.	3172
14.81882239.81883916	14	81882239	81883916	.	1678
14.81889471.81890769	14	81889471	81890769	.	1299
14.81893005.81894438	14	81893005	81894438	.	1434
14.81901669.81903926	14	81901669	81903926	.	2258
14.81919226.81919966	14	81919226	81919966	.	741
14.81925796.81926401	14	81925796	81926401	.	606
14.81930632.81931431	14	81930632	81931431	.	800
14.81985257.81986475	14	81985257	81986475	.	1219
14.81999542.82000992	14	81999542	82000992	.	1451
14.82054332.82055470	14	82054332	82055470	.	1139
14.82233881.82234200	14	82233881	82234200	.	320
14.83108764.83109299	14	83108764	83109299	.	536
14.83551611.83551924	14	83551611	83551924	.	314
14.84595258.84595873	14	84595258	84595873	.	616
14.85762581.85763593	14	85762581	85763593	.	1013
14.85994846.86001226	14	85994846	86001226	.	6381
14.86053166.86053985	14	86053166	86053985	.	820
14.86066265.86066877	14	86066265	86066877	.	613
14.86087334.86087694	14	86087334	86087694	.	361
14.86414479.86414829	14	86414479	86414829	.	351
14.86502246.86502490	14	86502246	86502490	.	245
14.86504577.86505155	14	86504577	86505155	.	579
14.86670101.86670656	14	86670101	86670656	.	556
14.86908367.86909009	14	86908367	86909009	.	643
14.87761081.87761414	14	87761081	87761414	.	334
14.87852635.87853227	14	87852635	87853227	.	593
14.88082347.88082867	14	88082347	88082867	.	521
14.88094150.88094928	14	88094150	88094928	.	779
14.88157525.88158478	14	88157525	88158478	.	954
14.88271699.88271813	14	88271699	88271813	.	115
14.88458358.88460101	14	88458358	88460101	.	1744
14.88461226.88462726	14	88461226	88462726	.	1501
14.88465444.88466272	14	88465444	88466272	.	829
14.88468510.88469489	14	88468510	88469489	.	980
14.88470994.88471926	14	88470994	88471926	.	933
14.88472308.88473266	14	88472308	88473266	.	959
14.88479898.88480551	14	88479898	88480551	.	654
14.88489771.88492124	14	88489771	88492124	.	2354
14.88594902.88595624	14	88594902	88595624	.	723
14.88595854.88597025	14	88595854	88597025	.	1172
14.88634679.88635365	14	88634679	88635365	.	687
14.88655356.88656506	14	88655356	88656506	.	1151
14.88766195.88766966	14	88766195	88766966	.	772
14.88789355.88790561	14	88789355	88790561	.	1207
14.88851268.88852626	14	88851268	88852626	.	1359
14.88958440.88959203	14	88958440	88959203	.	764
14.89001482.89002186	14	89001482	89002186	.	705
14.89017462.89018677	14	89017462	89018677	.	1216
14.89020298.89021856	14	89020298	89021856	.	1559
14.89028860.89030302	14	89028860	89030302	.	1443
14.89133759.89135229	14	89133759	89135229	.	1471
14.89258129.89259856	14	89258129	89259856	.	1728
14.89290365.89291704	14	89290365	89291704	.	1340
14.89466783.89467427	14	89466783	89467427	.	645
14.89493138.89494515	14	89493138	89494515	.	1378
14.89506474.89507813	14	89506474	89507813	.	1340
14.89630813.89632399	14	89630813	89632399	.	1587
14.89643861.89644385	14	89643861	89644385	.	525
14.89652399.89654265	14	89652399	89654265	.	1867
14.89665020.89665829	14	89665020	89665829	.	810
14.89669795.89670479	14	89669795	89670479	.	685
14.89687295.89688023	14	89687295	89688023	.	729
14.89742238.89743400	14	89742238	89743400	.	1163
14.89758926.89759901	14	89758926	89759901	.	976
14.89762869.89763027	14	89762869	89763027	.	159
14.89769626.89771120	14	89769626	89771120	.	1495
14.89771171.89771974	14	89771171	89771974	.	804
14.89774577.89775554	14	89774577	89775554	.	978
14.89831075.89832024	14	89831075	89832024	.	950
14.89865685.89866516	14	89865685	89866516	.	832
14.89882028.89885127	14	89882028	89885127	.	3100
14.89911755.89912246	14	89911755	89912246	.	492
14.89935233.89936521	14	89935233	89936521	.	1289
14.89950742.89951374	14	89950742	89951374	.	633
14.89951581.89952382	14	89951581	89952382	.	802
14.89952994.89953274	14	89952994	89953274	.	281
14.89970271.89971587	14	89970271	89971587	.	1317
14.89976352.89977372	14	89976352	89977372	.	1021
14.90044370.90045488	14	90044370	90045488	.	1119
14.90055769.90056630	14	90055769	90056630	.	862
14.90085186.90085869	14	90085186	90085869	.	684
14.90135110.90136224	14	90135110	90136224	.	1115
14.90147261.90148549	14	90147261	90148549	.	1289
14.90167451.90168733	14	90167451	90168733	.	1283
14.90185821.90186220	14	90185821	90186220	.	400
14.90186385.90187889	14	90186385	90187889	.	1505
14.90196987.90197350	14	90196987	90197350	.	364
14.90234134.90234527	14	90234134	90234527	.	394
14.90239691.90240675	14	90239691	90240675	.	985
14.90293174.90294092	14	90293174	90294092	.	919
14.90405780.90406339	14	90405780	90406339	.	560
14.90420564.90423334	14	90420564	90423334	.	2771
14.90439515.90440017	14	90439515	90440017	.	503
14.90526383.90530003	14	90526383	90530003	.	3621
14.90553549.90554463	14	90553549	90554463	.	915
14.90701416.90702202	14	90701416	90702202	.	787
14.90722573.90723814	14	90722573	90723814	.	1242
14.90738564.90739275	14	90738564	90739275	.	712
14.90742953.90743635	14	90742953	90743635	.	683
14.90765596.90766133	14	90765596	90766133	.	538
14.90797590.90798824	14	90797590	90798824	.	1235
14.90830619.90831176	14	90830619	90831176	.	558
14.90848596.90851016	14	90848596	90851016	.	2421
14.90862824.90865251	14	90862824	90865251	.	2428
14.90865657.90866680	14	90865657	90866680	.	1024
14.90919875.90921299	14	90919875	90921299	.	1425
14.90961576.90962376	14	90961576	90962376	.	801
14.90966895.90967749	14	90966895	90967749	.	855
14.90999545.91003568	14	90999545	91003568	.	4024
14.91090506.91091345	14	91090506	91091345	.	840
14.91096571.91097245	14	91096571	91097245	.	675
14.91124780.91126288	14	91124780	91126288	.	1509
14.91140323.91140964	14	91140323	91140964	.	642
14.91163738.91164584	14	91163738	91164584	.	847
14.91198559.91199828	14	91198559	91199828	.	1270
14.91224353.91226269	14	91224353	91226269	.	1917
14.91251768.91252546	14	91251768	91252546	.	779
14.91254087.91254896	14	91254087	91254896	.	810
14.91262099.91263243	14	91262099	91263243	.	1145
14.91263734.91264613	14	91263734	91264613	.	880
14.91267109.91269022	14	91267109	91269022	.	1914
14.91269742.91271557	14	91269742	91271557	.	1816
14.91281558.91282968	14	91281558	91282968	.	1411
14.91294119.91295685	14	91294119	91295685	.	1567
14.91302448.91303404	14	91302448	91303404	.	957
14.91309112.91309528	14	91309112	91309528	.	417
14.91369491.91369936	14	91369491	91369936	.	446
14.91475300.91476597	14	91475300	91476597	.	1298
14.91525907.91528229	14	91525907	91528229	.	2323
14.91579881.91582092	14	91579881	91582092	.	2212
14.91639571.91640058	14	91639571	91640058	.	488
14.91643618.91644304	14	91643618	91644304	.	687
14.91668267.91669703	14	91668267	91669703	.	1437
14.91692660.91693058	14	91692660	91693058	.	399
14.91694440.91696990	14	91694440	91696990	.	2551
14.91707874.91708728	14	91707874	91708728	.	855
14.91709650.91710415	14	91709650	91710415	.	766
14.91716032.91717626	14	91716032	91717626	.	1595
14.91718979.91721621	14	91718979	91721621	.	2643
14.91730169.91731782	14	91730169	91731782	.	1614
14.91752756.91753377	14	91752756	91753377	.	622
14.91769292.91770745	14	91769292	91770745	.	1454
14.91782068.91782759	14	91782068	91782759	.	692
14.91783511.91784707	14	91783511	91784707	.	1197
14.91789825.91791461	14	91789825	91791461	.	1637
14.91797787.91799281	14	91797787	91799281	.	1495
14.91821223.91822080	14	91821223	91822080	.	858
14.91826959.91828335	14	91826959	91828335	.	1377
14.91830073.91831036	14	91830073	91831036	.	964
14.91843993.91845079	14	91843993	91845079	.	1087
14.91845112.91846109	14	91845112	91846109	.	998
14.91854467.91855543	14	91854467	91855543	.	1077
14.91859035.91859773	14	91859035	91859773	.	739
14.91862094.91863309	14	91862094	91863309	.	1216
14.91863605.91864675	14	91863605	91864675	.	1071
14.91883309.91885553	14	91883309	91885553	.	2245
14.91891693.91892439	14	91891693	91892439	.	747
14.91893366.91894177	14	91893366	91894177	.	812
14.91975274.91977655	14	91975274	91977655	.	2382
14.91987551.91988190	14	91987551	91988190	.	640
14.92040147.92041185	14	92040147	92041185	.	1039
14.92302212.92303376	14	92302212	92303376	.	1165
14.92359052.92359878	14	92359052	92359878	.	827
14.92377740.92378383	14	92377740	92378383	.	644
14.92505539.92507464	14	92505539	92507464	.	1926
14.92571997.92573566	14	92571997	92573566	.	1570
14.92587382.92589111	14	92587382	92589111	.	1730
14.92726298.92726960	14	92726298	92726960	.	663
14.92853109.92853402	14	92853109	92853402	.	294
14.92866859.92867650	14	92866859	92867650	.	792
14.92873813.92874224	14	92873813	92874224	.	412
14.92883891.92884757	14	92883891	92884757	.	867
14.92916829.92917324	14	92916829	92917324	.	496
14.92922681.92923624	14	92922681	92923624	.	944
14.92925620.92926609	14	92925620	92926609	.	990
14.92932043.92932699	14	92932043	92932699	.	657
14.92939043.92939812	14	92939043	92939812	.	770
14.92958575.92958900	14	92958575	92958900	.	326
14.92961374.92962066	14	92961374	92962066	.	693
14.92973427.92974270	14	92973427	92974270	.	844
14.92979325.92983040	14	92979325	92983040	.	3716
14.92985730.92986956	14	92985730	92986956	.	1227
14.92990577.92992194	14	92990577	92992194	.	1618
14.93005928.93007503	14	93005928	93007503	.	1576
14.93013802.93014282	14	93013802	93014282	.	481
14.93014895.93016835	14	93014895	93016835	.	1941
14.93017737.93018158	14	93017737	93018158	.	422
14.93019475.93020525	14	93019475	93020525	.	1051
14.93029432.93030526	14	93029432	93030526	.	1095
14.93030685.93031393	14	93030685	93031393	.	709
14.93051741.93053935	14	93051741	93053935	.	2195
14.93064162.93064702	14	93064162	93064702	.	541
14.93079096.93079678	14	93079096	93079678	.	583
14.93114053.93114929	14	93114053	93114929	.	877
14.93115823.93119535	14	93115823	93119535	.	3713
14.93121725.93124535	14	93121725	93124535	.	2811
14.93125603.93126890	14	93125603	93126890	.	1288
14.93131381.93133032	14	93131381	93133032	.	1652
14.93141819.93144205	14	93141819	93144205	.	2387
14.93146888.93147970	14	93146888	93147970	.	1083
14.93152049.93153892	14	93152049	93153892	.	1844
14.93154040.93155588	14	93154040	93155588	.	1549
14.93168143.93169762	14	93168143	93169762	.	1620
14.93170353.93171569	14	93170353	93171569	.	1217
14.93180963.93181549	14	93180963	93181549	.	587
14.93192444.93193151	14	93192444	93193151	.	708
14.93213783.93215428	14	93213783	93215428	.	1646
14.93219421.93220055	14	93219421	93220055	.	635
14.93230254.93231008	14	93230254	93231008	.	755
14.93234641.93234908	14	93234641	93234908	.	268
14.93241701.93241984	14	93241701	93241984	.	284
14.93249955.93250644	14	93249955	93250644	.	690
14.93259909.93261298	14	93259909	93261298	.	1390
14.93312673.93313476	14	93312673	93313476	.	804
14.93389365.93390418	14	93389365	93390418	.	1054
14.93417833.93418835	14	93417833	93418835	.	1003
14.93439649.93440883	14	93439649	93440883	.	1235
14.93456459.93457190	14	93456459	93457190	.	732
14.93473453.93474644	14	93473453	93474644	.	1192
14.93479389.93480758	14	93479389	93480758	.	1370
14.93500750.93501339	14	93500750	93501339	.	590
14.93510749.93512154	14	93510749	93512154	.	1406
14.93526288.93527118	14	93526288	93527118	.	831
14.93539388.93541609	14	93539388	93541609	.	2222
14.93551729.93552178	14	93551729	93552178	.	450
14.93571184.93572340	14	93571184	93572340	.	1157
14.93578936.93580399	14	93578936	93580399	.	1464
14.93580488.93583284	14	93580488	93583284	.	2797
14.93598926.93599216	14	93598926	93599216	.	291
14.93605386.93606042	14	93605386	93606042	.	657
14.93644343.93644834	14	93644343	93644834	.	492
14.93650441.93652020	14	93650441	93652020	.	1580
14.93672333.93674636	14	93672333	93674636	.	2304
14.93735798.93736320	14	93735798	93736320	.	523
14.93783875.93784678	14	93783875	93784678	.	804
14.93797655.93800185	14	93797655	93800185	.	2531
14.93835711.93836652	14	93835711	93836652	.	942
14.93861661.93861861	14	93861661	93861861	.	201
14.94000050.94000818	14	94000050	94000818	.	769
14.94359231.94359717	14	94359231	94359717	.	487
14.94372867.94373441	14	94372867	94373441	.	575
14.94402471.94403202	14	94402471	94403202	.	732
14.94405193.94407408	14	94405193	94407408	.	2216
14.94421290.94422694	14	94421290	94422694	.	1405
14.94425113.94426894	14	94425113	94426894	.	1782
14.94428771.94429909	14	94428771	94429909	.	1139
14.94433674.94434626	14	94433674	94434626	.	953
14.94440767.94441595	14	94440767	94441595	.	829
14.94451212.94451797	14	94451212	94451797	.	586
14.94456079.94457042	14	94456079	94457042	.	964
14.94467446.94468565	14	94467446	94468565	.	1120
14.94492185.94493593	14	94492185	94493593	.	1409
14.94502605.94503568	14	94502605	94503568	.	964
14.94546593.94548250	14	94546593	94548250	.	1658
14.94595128.94596755	14	94595128	94596755	.	1628
14.94598737.94598851	14	94598737	94598851	.	115
14.94602927.94603650	14	94602927	94603650	.	724
14.94639678.94641436	14	94639678	94641436	.	1759
14.94858592.94859378	14	94858592	94859378	.	787
14.94860734.94861801	14	94860734	94861801	.	1068
14.94889605.94890285	14	94889605	94890285	.	681
14.94900334.94900647	14	94900334	94900647	.	314
14.94952371.94953426	14	94952371	94953426	.	1056
14.95015492.95016169	14	95015492	95016169	.	678
14.95047393.95047958	14	95047393	95047958	.	566
14.95147508.95148237	14	95147508	95148237	.	730
14.95155733.95156492	14	95155733	95156492	.	760
14.95565448.95565582	14	95565448	95565582	.	135
14.95622681.95625072	14	95622681	95625072	.	2392
14.95651544.95653415	14	95651544	95653415	.	1872
14.95657666.95658436	14	95657666	95658436	.	771
14.95699962.95700448	14	95699962	95700448	.	487
14.95721607.95722440	14	95721607	95722440	.	834
14.95780110.95780840	14	95780110	95780840	.	731
14.95785326.95786389	14	95785326	95786389	.	1064
14.95827679.95828072	14	95827679	95828072	.	394
14.95893100.95894063	14	95893100	95894063	.	964
14.95897638.95898166	14	95897638	95898166	.	529
14.95898311.95898895	14	95898311	95898895	.	585
14.95908630.95909669	14	95908630	95909669	.	1040
14.95918743.95919394	14	95918743	95919394	.	652
14.95949322.95950134	14	95949322	95950134	.	813
14.95961668.95962551	14	95961668	95962551	.	884
14.95973369.95974750	14	95973369	95974750	.	1382
14.95982213.95982627	14	95982213	95982627	.	415
14.95985772.95986979	14	95985772	95986979	.	1208
14.95999730.96002650	14	95999730	96002650	.	2921
14.96027183.96027778	14	96027183	96027778	.	596
14.96483198.96483427	14	96483198	96483427	.	230
14.96566573.96567444	14	96566573	96567444	.	872
14.96655210.96656150	14	96655210	96656150	.	941
14.96670711.96671369	14	96670711	96671369	.	659
14.96715249.96715911	14	96715249	96715911	.	663
14.96741731.96742128	14	96741731	96742128	.	398
14.96828433.96830885	14	96828433	96830885	.	2453
14.96857492.96859357	14	96857492	96859357	.	1866
14.96890242.96890995	14	96890242	96890995	.	754
14.96893396.96894073	14	96893396	96894073	.	678
14.96967509.96969706	14	96967509	96969706	.	2198
14.97049980.97051172	14	97049980	97051172	.	1193
14.97058676.97059691	14	97058676	97059691	.	1016
14.97068529.97069051	14	97068529	97069051	.	523
14.97207522.97208187	14	97207522	97208187	.	666
14.97228921.97229321	14	97228921	97229321	.	401
14.97249983.97250675	14	97249983	97250675	.	693
14.97263198.97264709	14	97263198	97264709	.	1512
14.97310582.97310731	14	97310582	97310731	.	150
14.97319288.97319444	14	97319288	97319444	.	157
14.97371986.97373029	14	97371986	97373029	.	1044
14.97415804.97416400	14	97415804	97416400	.	597
14.97428633.97429054	14	97428633	97429054	.	422
14.97453519.97453704	14	97453519	97453704	.	186
14.97487233.97487966	14	97487233	97487966	.	734
14.97543173.97544304	14	97543173	97544304	.	1132
14.97685061.97685746	14	97685061	97685746	.	686
14.97717445.97718648	14	97717445	97718648	.	1204
14.97757153.97757826	14	97757153	97757826	.	674
14.97895288.97895726	14	97895288	97895726	.	439
14.98232038.98232871	14	98232038	98232871	.	834
14.98444810.98445182	14	98444810	98445182	.	373
14.99269534.99269860	14	99269534	99269860	.	327
14.99423192.99424063	14	99423192	99424063	.	872
14.99501363.99505178	14	99501363	99505178	.	3816
14.99543327.99544143	14	99543327	99544143	.	817
14.99595252.99595951	14	99595252	99595951	.	700
14.99732651.99733454	14	99732651	99733454	.	804
14.99738157.99738983	14	99738157	99738983	.	827
14.99740489.99741475	14	99740489	99741475	.	987
14.99753649.99754052	14	99753649	99754052	.	404
14.99786151.99786820	14	99786151	99786820	.	670
14.99855493.99856263	14	99855493	99856263	.	771
14.99859167.99860246	14	99859167	99860246	.	1080
14.99881915.99882304	14	99881915	99882304	.	390
14.99945988.99948717	14	99945988	99948717	.	2730
14.99983907.99985385	14	99983907	99985385	.	1479
14.99987579.99989331	14	99987579	99989331	.	1753
14.100007707.100008503	14	100007707	100008503	.	797
14.100016707.100017610	14	100016707	100017610	.	904
14.100029305.100030377	14	100029305	100030377	.	1073
14.100056746.100057479	14	100056746	100057479	.	734
14.100095069.100095804	14	100095069	100095804	.	736
14.100102753.100103273	14	100102753	100103273	.	521
14.100110888.100111947	14	100110888	100111947	.	1060
14.100125392.100126009	14	100125392	100126009	.	618
14.100133985.100134909	14	100133985	100134909	.	925
14.100138277.100139608	14	100138277	100139608	.	1332
14.100148743.100151252	14	100148743	100151252	.	2510
14.100195940.100197640	14	100195940	100197640	.	1701
14.100199701.100200759	14	100199701	100200759	.	1059
14.100259133.100260212	14	100259133	100260212	.	1080
14.100351615.100351938	14	100351615	100351938	.	324
14.100412966.100413802	14	100412966	100413802	.	837
14.100437226.100438358	14	100437226	100438358	.	1133
14.100448865.100449394	14	100448865	100449394	.	530
14.100462002.100462532	14	100462002	100462532	.	531
14.100481111.100482313	14	100481111	100482313	.	1203
14.100491173.100491796	14	100491173	100491796	.	624
14.100531076.100532980	14	100531076	100532980	.	1905
14.100533975.100535688	14	100533975	100535688	.	1714
14.100539000.100540002	14	100539000	100540002	.	1003
14.100541590.100543891	14	100541590	100543891	.	2302
14.100544709.100546237	14	100544709	100546237	.	1529
14.100548002.100548382	14	100548002	100548382	.	381
14.100572608.100573789	14	100572608	100573789	.	1182
14.100574407.100575189	14	100574407	100575189	.	783
14.100583651.100584446	14	100583651	100584446	.	796
14.100604381.100605234	14	100604381	100605234	.	854
14.100606773.100610148	14	100606773	100610148	.	3376
14.100614159.100616663	14	100614159	100616663	.	2505
14.100621082.100621961	14	100621082	100621961	.	880
14.100625105.100626563	14	100625105	100626563	.	1459
14.100631296.100632245	14	100631296	100632245	.	950
14.100632692.100633609	14	100632692	100633609	.	918
14.100658667.100660208	14	100658667	100660208	.	1542
14.100679929.100681457	14	100679929	100681457	.	1529
14.100687286.100689305	14	100687286	100689305	.	2020
14.100704072.100707260	14	100704072	100707260	.	3189
14.100744966.100745527	14	100744966	100745527	.	562
14.100750414.100752533	14	100750414	100752533	.	2120
14.100756303.100757063	14	100756303	100757063	.	761
14.100762146.100764447	14	100762146	100764447	.	2302
14.100769574.100774509	14	100769574	100774509	.	4936
14.100778220.100779623	14	100778220	100779623	.	1404
14.100783867.100785209	14	100783867	100785209	.	1343
14.100807494.100808572	14	100807494	100808572	.	1079
14.100816716.100817666	14	100816716	100817666	.	951
14.100841360.100843512	14	100841360	100843512	.	2153
14.100843979.100844770	14	100843979	100844770	.	792
14.100849796.100850794	14	100849796	100850794	.	999
14.100883452.100884331	14	100883452	100884331	.	880
14.100906234.100907757	14	100906234	100907757	.	1524
14.100952613.100953256	14	100952613	100953256	.	644
14.101000030.101001436	14	101000030	101001436	.	1407
14.101006521.101007427	14	101006521	101007427	.	907
14.101012169.101015056	14	101012169	101015056	.	2888
14.101023794.101024781	14	101023794	101024781	.	988
14.101052747.101053661	14	101052747	101053661	.	915
14.101083811.101085292	14	101083811	101085292	.	1482
14.101088127.101089261	14	101088127	101089261	.	1135
14.101111325.101112709	14	101111325	101112709	.	1385
14.101119675.101120092	14	101119675	101120092	.	418
14.101121063.101121529	14	101121063	101121529	.	467
14.101127221.101127923	14	101127221	101127923	.	703
14.101129104.101130223	14	101129104	101130223	.	1120
14.101134850.101136482	14	101134850	101136482	.	1633
14.101138766.101139888	14	101138766	101139888	.	1123
14.101143167.101145615	14	101143167	101145615	.	2449
14.101145945.101148018	14	101145945	101148018	.	2074
14.101158973.101160115	14	101158973	101160115	.	1143
14.101174903.101176417	14	101174903	101176417	.	1515
14.101176957.101178714	14	101176957	101178714	.	1758
14.101180233.101181356	14	101180233	101181356	.	1124
14.101236917.101238252	14	101236917	101238252	.	1336
14.101281891.101283134	14	101281891	101283134	.	1244
14.101289887.101291114	14	101289887	101291114	.	1228
14.101292063.101293794	14	101292063	101293794	.	1732
14.101294237.101295065	14	101294237	101295065	.	829
14.101317132.101318171	14	101317132	101318171	.	1040
14.101539099.101540211	14	101539099	101540211	.	1113
14.101543350.101544582	14	101543350	101544582	.	1233
14.101550068.101550758	14	101550068	101550758	.	691
14.101586592.101588268	14	101586592	101588268	.	1677
14.101649535.101650380	14	101649535	101650380	.	846
14.101682321.101683682	14	101682321	101683682	.	1362
14.101691110.101692853	14	101691110	101692853	.	1744
14.101701315.101702306	14	101701315	101702306	.	992
14.101826749.101827944	14	101826749	101827944	.	1196
14.101876563.101877032	14	101876563	101877032	.	470
14.102001014.102002926	14	102001014	102002926	.	1913
